smartworkout_id,smartworkout_zh,smartworkout_en,body_part,equipments,weight_type,laterality,mechanics,tags
1fac415a-983a-4610-bb36-6c8889314a76,双杠直腿抬高,Straight Leg Raise on Dip Bars,ABS,DIP_BARS,BODYWEIGHT,BILATERAL,ISOLATION,STRENGTH|CORE
1fcb8c2c-1f5c-4623-91b4-5f2f946ade06,仰卧蝴蝶式,Lying Butterfly Pose,LEGS,,UNWEIGHTED,BILATERAL,ISOLATION,MOBILITY|STRETCH
200cb09a-11e5-4a94-a38f-9e0e2bd0096f,坐姿哑铃弯举,Seated Dumbbell Curl,BICEPS,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PULL
20890a96-f92a-cfc8-3447-239d273136df,传统硬拉,Deadlift,LEGS,BARBELL,BARBELL,BILATERAL,COMPOUND,STRENGTH|PULL|FUNCTIONAL|CORE
20995c61-3541-47c8-be8d-e1db17c6bffc,拳面俯卧撑,Knuckle Push-Up,CHEST,,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH|BALANCE
20afacad-4d93-423b-8d48-7fd05134b702,单臂拉索前平举,One-Arm Cable Front Raise,SHOULDERS,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|PUSH
214c92ad-dfe0-40a9-a697-d492de526d44,杠铃台阶上步,Barbell Step-up,LEGS,BARBELL|PLYO_BOX,BARBELL,UNILATERAL,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
2187784c-77b0-4106-9b6f-cd5938da82b8,单腿哑铃提踵,Single-Leg Calf Raise with Dumbbell,LEGS,DUMBBELL,BODYWEIGHT,UNILATERAL,ISOLATION,STRENGTH|BALANCE
21d66377-bf72-4789-a246-c2e721e7d55c,低杠深蹲,Lowbar Squat,LEGS,BARBELL|RACK,BARBELL,BILATERAL,COMPOUND,STRENGTH|FUNCTIONAL
21fbdca8-4263-4371-97ce-ba441356648c,悬挂划船,Suspension Row,BACK,SUSPENSION_TRAINER,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PULL|FUNCTIONAL
221e8991-90d5-4398-b7df-09a42bc95502,蜘蛛锤式弯举,Spider Hammer Curl,BICEPS,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PULL
22223d93-39ce-4efc-a1f9-b008d4506834,绳索跪姿高位下拉飞鸟,Cable Kneeling High To Low Fly,CHEST,CABLE_MACHINE,MACHINE,BILATERAL,ISOLATION,STRENGTH|PUSH
227db3f3-d33f-4f86-b14f-56f32f12d62b,杠铃俯身划船（从支架开始）,Barbell Bent Over Row From Pin,BACK,BARBELL|RACK,BARBELL,BILATERAL,COMPOUND,STRENGTH|PULL
229f5259-a671-48c4-acd0-dd109e3744ab,单臂绳索飞鸟,One-Arm Cable Fly,CHEST,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|PUSH
2340824d-e207-4561-bdcd-8752070c06da,单臂直臂下拉训练,One-Arm Straight-Arm Cable Lat Pulldown,BACK,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|PULL
23aaf86c-d27a-4464-88d0-e3f88bb1ba4c,哑铃凯尔索耸肩,Dumbbell Kelso Shrugs,BACK,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PULL
23d0b626-14b7-4114-82d6-44e25eb5c551,开合俯卧撑,Jack Push-Up,CHEST,,BODYWEIGHT,BILATERAL,ISOLATION,STRENGTH|PLYOMETRIC|CORE|PUSH
23d2096a-5a0c-41d7-adc2-698c8e8c60e2,器械带式深蹲,Machine Belt Squat,LEGS,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH
24143ad6-3b55-459f-bdac-b8721dd1e668,EZ杠坐姿反向腕弯举,EZ-Bar Seated Reverse Wrist Curl,FOREARMS,EZ_BAR|BENCH,BARBELL,BILATERAL,ISOLATION,STRENGTH
241b716d-5fcd-42ca-b987-5e78239d4ea2,俯身哑铃侧平举,Bent Over Dumbbell Lateral Raise,SHOULDERS,DUMBBELL,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PULL
245a9e25-296f-4330-9fb6-82de62ebfaca,单臂胸部支撑划船机,One-Arm Chest Supported Row Machine,BACK,SELECTORIZED_MACHINE,MACHINE,UNILATERAL,COMPOUND,STRENGTH|PULL
245e0727-1c35-4965-aa28-0456d8969828,钢索髋关节外展,Cable Hip Abducction,GLUTEUS,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|MOBILITY|REHAB|BALANCE
2463cfae-b1dc-4f38-af0a-544002d6fbc2,吊环肌肉向上动作,Ring Muscle Up,BICEPS,GYMNASTIC_RINGS,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PULL|FUNCTIONAL|EXPLOSIVE
247e913a-57cb-f102-d432-77de609ce049,站姿杠铃推举,Barbell Overhead Press,SHOULDERS,BARBELL,BARBELL,BILATERAL,COMPOUND,STRENGTH|PUSH
24c4eb14-d625-4ade-bc50-06e096df5e34,屈膝抱胸伸展,Knee To Chest Stretch,LEGS,,UNWEIGHTED,UNILATERAL,ISOLATION,MOBILITY|STRETCH|WARMUP|REHAB
25157430-0a7c-4079-a00d-51a846790596,力量抓举,Power Clean,LEGS,BARBELL,BARBELL,BILATERAL,COMPOUND,STRENGTH|EXPLOSIVE|FUNCTIONAL
25472b18-efdc-438a-a2c2-ab72994be361,绳索中立握距下拉,Cable Neutral Grip Lat Pulldown,BACK,CABLE_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL
25cbefe9-8ebb-416a-8d6f-cbef5b14a585,高杠深蹲,High-Bar Squat,LEGS,BARBELL|RACK,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|FUNCTIONAL|PUSH
26268881-afd6-445d-9a8b-a149d8dafdaa,单臂哑铃弯举,Single Dumbbell Curl,BICEPS,DUMBBELL,DUMBBELL,UNILATERAL,ISOLATION,STRENGTH|PULL
265b1439-6005-4282-94f7-ab6f63e0e296,上拉下压绳索扭转,Cable Twist (up down),ABS,CABLE_MACHINE,MACHINE,ALTERNATING,COMPOUND,CORE|FUNCTIONAL
2669bea0-d60b-48cf-a188-59349610a9e5,站姿单哑铃法式推举,Standing One Dumbbell French Press,TRICEPS,DUMBBELL,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PUSH
269cdd48-8c88-44c8-8c76-b6f2123131d0,跪姿窄距俯卧撑,Knee Close Grip Push-Up,TRICEPS,,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH
26f02fe3-fdeb-4e1d-97d4-5c39f4af9c0b,坐姿交替卷腹,Seated Alternate Crunches,ABS,BENCH,UNWEIGHTED,ALTERNATING,ISOLATION,CORE|FUNCTIONAL
27149543-dc50-48eb-86f7-022e7ab1b591,箱式台阶上步,Box step-up,LEGS,PLYO_BOX,BODYWEIGHT,UNILATERAL,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
272ee53c-baf9-4a84-a909-e7370543dd8a,单臂低位拉索坐姿划船,One-Arm Low Cable Seated Row,BACK,CABLE_MACHINE|BENCH,MACHINE,UNILATERAL,COMPOUND,STRENGTH|PULL
27433624-9149-4eba-b527-9314b99d8a2c,仰卧EZ杠三头肌伸展,Lying EZ-Bar Triceps Extension,TRICEPS,EZ_BAR|BENCH,BARBELL,BILATERAL,ISOLATION,STRENGTH|PUSH
279742a1-3b38-489d-adf0-37a9290271d7,仰卧股四头肌拉伸,Lying Quadriceps Stretch,LEGS,,UNWEIGHTED,UNILATERAL,ISOLATION,STRETCH|MOBILITY|WARMUP
27ad6f30-088f-4665-88f0-9a0778b9d180,窄握史密斯机卧推,Close Grip Smith Bench Press,TRICEPS,SMITH_MACHINE|BENCH,MACHINE,BILATERAL,COMPOUND,STRENGTH|PUSH
2811badd-ff6d-946b-c36f-aae77cd6fa38,杠铃早安式,Barbell Good Morning,GLUTEUS,BARBELL,BARBELL,BILATERAL,COMPOUND,STRENGTH|MOBILITY
28ad1245-c026-45e9-b1db-34c169e6b8c3,正面水平悬垂引体向上,Front Lever Pull-Up,BACK,PULL_UP_BAR,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|CORE|PULL|ISOMETRIC
291593e2-7736-4028-9bf2-77192645930b,颈部侧向拉伸,Neck Side Stretch,BACK,,UNWEIGHTED,UNILATERAL,ISOLATION,MOBILITY|STRETCH|WARMUP
293c61e4-0955-4504-a40d-3b671498ad97,哑铃仰握牧师凳弯举,Dumbbell Supinated Preacher Curl,BICEPS,DUMBBELL|BENCH,DUMBBELL,UNILATERAL,ISOLATION,STRENGTH|PULL
29e65c0c-5a3f-48e8-b423-cdbe9fef77fa,杠杆坐姿锤式握肩推举,Lever Seated Hammer Grip Shoulder Press,SHOULDERS,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PUSH
2a1d3932-f562-437a-a7d4-96539dff07a5,沙袋拳击,Punching Bag Boxing,CHEST,,UNWEIGHTED,ALTERNATING,COMPOUND,CARDIO|FUNCTIONAL|EXPLOSIVE
2a7a20b2-edc3-4565-8bdb-e7f56247ee26,悬垂屈膝提胸,Hanging Knee To Chest,ABS,PULL_UP_BAR,BODYWEIGHT,BILATERAL,ISOLATION,CORE|MOBILITY|FUNCTIONAL
2a9fd936-4875-4004-bea8-6f4f78081174,双凳间俯卧撑,Pike Push-Up Between Benches,SHOULDERS,BENCH,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH|BALANCE|FUNCTIONAL
2ade8d6c-c91a-430f-96fc-da1d0f696526,绳索下拉背部肌肉锻炼,Cable Lat Pulldown,BACK,CABLE_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL
2aeaa882-143a-4f08-96c2-709627e3ae9d,站立下犬式,Standing Downward Dog,CHEST,,UNWEIGHTED,BILATERAL,COMPOUND,MOBILITY|STRETCH|BALANCE|WARMUP
2b8538c5-03b4-4f4f-b178-11dd9b8ad4f3,单臂机器牧师弯举,One-Arm Machine Preacher Curl,BICEPS,SELECTORIZED_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|PULL
2b86d658-a0cb-43ce-b782-77e927d3e72c,上斜板腿举,Incline Bench Leg Raises,ABS,BENCH,BODYWEIGHT,BILATERAL,ISOLATION,CORE
